npm,bank_id,nama_kegiatan,tingkat_kegiatan,tanggal_kegiatan
2031183,13473,Sekolah Beta Serial Hipster: Art of Prototyping (Gerakan Nasional 1000 Startup Digital),national,08/11/2021
2031013,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031013,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031013,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031013,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031013,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031013,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031013,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031010,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
2031010,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
2031020,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031020,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031020,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031020,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031020,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031020,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031020,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
1931153,13346,Delegate in Neolaia International Model United Nations 1.0,international,07/04/2021
2031140,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031140,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031140,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031140,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031140,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031140,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031140,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031140,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031140,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031140,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031140,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031140,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
1931095,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
1931095,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
1931095,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
1931095,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
1931095,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
1931095,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
1931095,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031005,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031005,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031005,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031005,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031005,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031005,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031005,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031005,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
2031005,13177,"Sosialisasi Program MBKM - Magang, Studi Independen dan Pertukaran Pelajar",lokal,06/21/2021
2031005,13463,"""Creative in Business"" Webinar Event",national,05/28/2021
2031005,13120,"Webinar Konflik Papua dengan tema ""Menelusuri Jalan Perdamaian di Tanah Papua""",national,06/01/2021
2031005,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
2031010,13476,Python for Beginners Course (SoloLearn),lokal,08/25/2021
2031013,13475,"The 3rd National Conferences for Community Service Project (NaCoSPro) 2021 ""Sustainable Community Empowerment Program for Development Recovery During The COVID-19 Pandemic""",national,08/25/2021
2031140,2761,CSS Course (SoloLearn),lokal,08/30/2021
1931133,1994,"Welcoming UIB Freshmen Program 2019/2020 ""Creativity and Social Impact: Doing Something in Digital Era!""",lokal,08/28/2020
1931133,6953,"Seminar Manajemen ""Project Management: Refreshment in The Contextual Case""",lokal,09/24/2019
1931133,6884,Seminar International Career Preparation Glints,lokal,02/27/2020
1931133,3562,"Webinar ""Implementing Mobile Based Application in Industrial Revolution 4.0""",lokal,06/19/2020
1931133,2369,Webinar Becoming Smart Student in The Era of Smart Factory Digitalization Industry Perspective,lokal,02/28/2020
1931133,4895,Computer Science Faculty Gathering Night 2019: MICROSOFT (Making Inspirational Creator and Remarkable Organization with Software),lokal,10/12/2019
1931064,5905,Pemilihan Kepala Daerah 2020,provinsi,12/09/2020
1931064,1994,"Welcoming UIB Freshmen Program 2019/2020 ""Creativity and Social Impact: Doing Something in Digital Era!""",lokal,08/28/2019
1931041,12581,Microsoft Technology Associate - Database Administration Fundamentals (Quadra Luminary) ,international,03/14/2021
1931064,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2021
2031149,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031149,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031149,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031149,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031149,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031149,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031149,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031135,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031135,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031135,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031135,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031135,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031135,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031135,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031140,1693,JavaScript Course (SoloLearn),lokal,08/30/2021
2031010,8554,UBE 5vs5 Online Tournament Season 1,lokal,08/30/2020
2031010,8555,UBE 5vs5 Online Tournament Season 2,lokal,09/19/2020
2031010,8556,UBE 5vs5 Online Tournament Season 6,national,10/25/2020
2031010,13475,"The 3rd National Conferences for Community Service Project (NaCoSPro) 2021 ""Sustainable Community Empowerment Program for Development Recovery During The COVID-19 Pandemic""",national,08/25/2021
2031103,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
2031103,11736,Students Webinar: Joint Research for Industrial Design,international,01/15/2021
2031103,11843,"Seminar Nasional ""Youth`s Impact In Digital Era""",national,01/31/2021
2031103,12314,FGBMFI Goes to Campus 2020 What`s Next : Impactful,national,12/18/2020
2031103,11809,"Webinar Nasional ""Series IT Impact on Society : Impact on World Society""",national,01/23/2021
2031103,10346,"Webinar Nasional ""Series IT Impact on Society : Impact on Personal Life""",national,12/05/2020
2031103,4199,"Kegiatan ""Sosialisasi dan Penandatangan Kerja Sama MBKM"" (Peresmian Implementasi Kebijakan MBKM di Lingkungan Universitas Internasional Batam)",lokal,11/30/2020
2031103,11741,Webinar Undang-Undang Cipta Kerja Bidang Perpajakan,lokal,01/22/2021
2031103,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031103,13128,Webinar Pengembangan Kepribadian Professionalism,national,06/14/2021
2031103,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031103,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031103,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031103,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031103,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/30/2021
2031009,13177,"Sosialisasi Program MBKM - Magang, Studi Independen dan Pertukaran Pelajar",lokal,06/21/2021
2031009,13068,Webinar Pengembangan Kepribadian Communication,national,06/09/2021
2031081,13475,"The 3rd National Conferences for Community Service Project (NaCoSPro) 2021 ""Sustainable Community Empowerment Program for Development Recovery During The COVID-19 Pandemic""",national,08/25/2021
2031060,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
2031090,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031090,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031090,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/16/2021
2031090,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031090,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031060,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031090,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031090,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031090,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031090,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031090,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031090,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031090,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031090,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
1931180,1879,Listening and Reading Official Institutional Score Report (ETS TOEIC),international,07/16/2022
2031002,1879,Listening and Reading Official Institutional Score Report (ETS TOEIC),international,07/16/2022
2131124,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,07/29/2022
2131124,15883,"Webinar ""Future Web Developer Skillset and Best Practice""",lokal,03/04/2022
2131124,15627,Sharing Session: Sertifikasi Kompetensi Mahasiswa Prodi Sistem Informasi dan Teknologi Informasi,lokal,02/25/2022
2131124,16388,Sosialisasi Sistem Informasi & Aplikasi Turnitin di Perpustakaan,lokal,06/24/2022
2131124,16581,Mengenal Desain Oceanarium,lokal,07/23/2022
2131124,16576,"Webinar Pengembangan Kepribadian ""Interpersonal Skill""",lokal,07/22/2022
2131124,13907,"Webinar ""Business Acumen and How to Attain It as a Student""",lokal,09/24/2021
1931043,16611,Workshop Fotografi Lens of Life,national,07/29/2022
2131124,16613,"Webinar PR Club Edukasi ""Hypnowriting dalam Dunia Karier Public Relations""",national,07/21/2022
2131124,16614,Webinar Medneurvest 2022: What`s Millenials Can Do?,national,07/23/2022
2131124,16615,Webinar Cross Culture Indonesia x Korea,national,07/25/2022
1931107,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031102,16040,Python for Deep Learning: Build Neural Networks in Python Course (Udemy),lokal,05/28/2022
2131012,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,07/29/2022
2131012,16622,"Webinar Pengembangan Kepribadian ""Work Ethics""",lokal,08/02/2022
2131012,16576,"Webinar Pengembangan Kepribadian ""Interpersonal Skill""",lokal,07/22/2022
2031102,16634,Practical HTML5 Mastery Course (Udemy),lokal,06/05/2022
2031102,16635,Adobe Photoshop 2022 Ultimate Guide Course (Udemy),lokal,06/17/2022
2031102,16636,JavaScript for Beginners-The Complete introduction to JS Course (Udemy),lokal,06/21/2022
2031102,16637,Bootstrap & jQuery-Certification Course for Beginners (Udemy),lokal,07/01/2022
2031102,16638,HTML5 & CSS3 Complete Course: Build Websites like a Pro (Udemy),lokal,07/26/2022
1931013,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931014,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931017,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931043,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931046,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931047,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931052,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931069,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931075,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931109,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931112,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931118,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931134,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931168,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931173,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931179,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031019,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031021,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031023,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031024,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031032,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031043,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031078,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031096,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031100,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031101,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031102,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031116,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031118,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031121,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031125,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031137,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
2031149,7786,Adobe Certified Professional (ACP)/Adobe Certified Associate (ACA) Photoshop (Adobe),international,07/24/2022
1931152,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2021
